Trajectories
120
,,Pre_Test:Rep1,,,Pre_Test:Rep2,,,Pre_Test:Rep3,,,Pre_Test:A1,,,Pre_Test:A2,,,Pre_Test:A3,,,Pre_Test:B1,,,Pre_Test:B2,,,Pre_Test:C1,,,Pre_Test:D1,,,Pre_Test:D2,,,Pre_Test:D3,,,Pre_Test:E1,,,Pre_Test:E2,,,Pre_Test:E3,,,Pre_Test:E4,,,Pre_Test:EF2,,,Pre_Test:EF3,,,Pre_Test:F1,,,Pre_Test:F2,,,Pre_Test:F3,,,Pre_Test:FG2,,,Pre_Test:FG3,,,Pre_Test:G1,,,Pre_Test:G2,,,Pre_Test:G3,,,Pre_Test:GH2,,,Pre_Test:GH3,,,Pre_Test:H1,,,Pre_Test:H2,,,Pre_Test:H3,,,Pre_Test:J1,,,Pre_Test:J2,,,Pre_Test:J3,,,Pre_Test:K1,,,Pre_Test:K2,,,Pre_Test:K3,,,Pre_Test:KL2,,,Pre_Test:KL3,,,Pre_Test:L1,,,Pre_Test:L2,,,Pre_Test:L3,,,Pre_Test:LM2,,,Pre_Test:LM3,,,Pre_Test:M1,,,Pre_Test:M2,,,Pre_Test:M3,,,Pre_Test:MN2,,,Pre_Test:MN3,,,Pre_Test:N1,,,Pre_Test:N2,,,Pre_Test:N3,,,Pre_Test:N4,,,Pre_Test:O1,,,Pre_Test:O2,,,Pre_Test:O3,,,Pre_Test:P1,,,Pre_Test:Q1,,,Pre_Test:Q2,,,Pre_Test:I1,,,Pre_Test:I2,,,Pre_Test:I3,,,Pre_Test:I4,,,Pre_Test:I5,,,Pre_Test:I6,,,Pre_Test:Z1,,,Pre_Test:Z2,,,Pre_Test:Z3,,,Pre_Test:Z4,,,Pre_Test:Z5,,,Pre_Test:Z6,,,Pre_Test:Z7,,,Pre_Test:Z8,,,Pre_Test:Z9,,,Pre_Test:Z10,,,Pre_Test:Z11,,,Pre_Test:Z12,,,Pre_Test:Z13,,,Pre_Test:Z14,,,Pre_Test:Z15,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
179,0,26.524088,-58.647148,1342.485962,75.874496,-59.755394,1332.886108,-20.101574,-48.534386,1326.780884,-8.766699,-134.361359,1216.623291,-9.522967,-140.394974,1236.204346,-10.133900,-134.578812,1252.329102,,,,13.955463,-148.752365,1235.694092,13.079147,-135.055984,1220.071533,4.373345,-134.838486,1208.701538,5.323023,-144.679657,1196.877075,,,,-3.687934,-132.210815,1206.672241,-5.187885,-141.338028,1192.728516,-1.691427,-145.191437,1180.134155,-4.606718,-139.029251,1153.494873,-15.752796,-135.096100,1192.084351,-17.560265,-136.740036,1181.427490,-19.872324,-124.487770,1204.797485,-26.366793,-123.688950,1192.665771,-31.117817,-117.343697,1181.165771,-29.201771,-114.964523,1204.951660,-35.699097,-105.374344,1198.539917,,,,,,,-35.388905,-97.505730,1214.916260,,,,-32.835381,-101.375183,1233.549316,-15.405346,-128.363907,1216.891113,-26.310629,-119.816666,1232.523193,-25.729198,-113.075439,1249.975586,57.634884,-142.454346,1218.939575,57.602440,-147.861969,1239.003906,57.947262,-142.903534,1257.807129,66.653923,-137.792084,1218.176514,,,,82.812454,-117.841782,1252.770874,85.406998,-119.792915,1227.021362,89.676086,-109.792358,1235.042358,74.834404,-127.306831,1217.681519,87.511360,-116.336227,1217.571899,93.299500,-106.385147,1219.057983,78.782639,-124.783653,1213.429077,88.348557,-119.815636,1207.519043,71.560364,-131.185196,1209.245605,78.857841,-133.356201,1194.836548,84.929565,-129.409790,1184.839844,67.076454,-139.410217,1200.488770,68.230324,-143.930145,1187.031982,56.478657,-137.879532,1208.340454,54.976864,-147.650726,1194.333862,53.385326,-150.216507,1180.503540,54.444416,-146.109985,1155.452881,48.275055,-139.703430,1209.475342,48.113846,-147.571014,1198.276855,,,,39.127270,-138.269547,1221.828125,48.118427,-139.388046,1220.800171,33.877529,-150.452332,1236.517944,24.321962,-149.416092,1258.766113,24.436214,-149.772995,1229.311035,22.209610,-176.844986,1191.682983,23.302448,-162.667114,1166.908936,24.216881,-159.626419,1149.592896,25.670660,-155.230621,1127.798340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0,26.492449,-58.654865,1342.479980,75.847046,-59.766342,1332.883179,-20.120844,-48.527916,1326.777832,-8.805679,-134.374008,1216.626831,-9.552605,-140.385880,1236.198975,-10.163342,-134.571152,1252.334839,,,,13.915565,-148.746735,1235.705933,13.035522,-135.055069,1220.037109,4.319120,-134.830765,1208.706421,5.303315,-144.677017,1196.843872,,,,-3.723862,-132.214340,1206.647583,-5.217411,-141.338669,1192.716309,-1.726773,-145.191391,1180.125000,-4.627369,-139.039230,1153.475098,-15.807789,-135.119446,1192.072021,-17.582577,-136.734802,1181.409180,-19.890030,-124.489395,1204.772827,-26.389891,-123.697121,1192.623413,-31.148878,-117.348183,1181.146484,-29.263298,-114.986671,1204.939331,-35.723564,-105.362030,1198.534302,,,,,,,-35.405773,-97.496628,1214.898804,,,,-32.845325,-101.369423,1233.523315,-15.451523,-128.362000,1216.899658,-26.347738,-119.822662,1232.519287,-25.762247,-113.084923,1249.967407,57.616741,-142.479126,1218.938721,57.576187,-147.859482,1238.992432,57.915695,-142.903549,1257.801636,66.638321,-137.792801,1218.180786,,,,82.795067,-117.858070,1252.769165,85.373558,-119.809929,1226.991821,89.650185,-109.796875,1235.044556,74.829399,-127.301155,1217.675903,87.505714,-116.335411,1217.599121,93.305008,-106.395088,1219.089966,78.757187,-124.777679,1213.413330,88.332748,-119.816742,1207.505615,71.538223,-131.187469,1209.231079,78.840813,-133.364441,1194.823486,84.876900,-129.403549,1184.829834,67.052856,-139.416031,1200.474731,68.214470,-143.940353,1187.019531,56.465569,-137.896133,1208.330200,54.953613,-147.654938,1194.340332,53.375858,-150.229691,1180.501343,54.353603,-146.085907,1155.520142,48.248371,-139.699905,1209.470093,48.080692,-147.577484,1198.262451,,,,39.095451,-138.274536,1221.815552,48.108406,-139.414749,1220.809937,33.854149,-150.454102,1236.501343,24.287731,-149.424988,1258.763184,24.427845,-149.779526,1229.292114,22.187132,-176.862778,1191.678223,23.293436,-162.680862,1166.878296,24.177029,-159.634735,1149.586792,25.635715,-155.197525,1127.820801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0,26.461021,-58.665482,1342.473755,75.816994,-59.781971,1332.883057,-20.147043,-48.534313,1326.768555,-8.841236,-134.389221,1216.631470,-9.565289,-140.366745,1236.186646,-10.213135,-134.617889,1252.294556,,,,13.806650,-148.851517,1235.480957,13.002733,-135.059952,1220.029785,4.275259,-134.825134,1208.698242,5.270544,-144.684158,1196.835815,,,,-3.754920,-132.225586,1206.616699,-5.258028,-141.344864,1192.704590,-1.745199,-145.202652,1180.088623,-4.650078,-139.045975,1153.471436,-15.816659,-135.097595,1192.052856,-17.613321,-136.738388,1181.383789,-19.911921,-124.475365,1204.759399,-26.424360,-123.685898,1192.610352,-31.176199,-117.344589,1181.131714,-29.125734,-114.668480,1204.921997,-35.745697,-105.377632,1198.482300,,,,,,,-35.426067,-97.519974,1214.850952,,,,-32.857407,-101.366875,1233.509277,-15.488521,-128.368469,1216.900879,-26.377104,-119.830452,1232.510620,-25.774370,-113.082771,1249.955811,57.590851,-142.453964,1218.932983,57.543350,-147.873001,1238.984985,57.898342,-142.932587,1257.781738,66.626617,-137.799255,1218.188721,,,,82.771904,-117.865074,1252.782715,85.345093,-119.822823,1226.984131,89.624519,-109.804924,1235.057373,74.805481,-127.308754,1217.672974,87.494186,-116.352249,1217.577515,93.284340,-106.405563,1219.087646,78.728188,-124.790115,1213.396118,88.310257,-119.823441,1207.501099,71.505508,-131.183701,1209.250000,78.805061,-133.389252,1194.780029,84.851425,-129.398605,1184.815552,67.041260,-139.425980,1200.473145,68.197990,-143.951767,1187.016357,56.446720,-137.919907,1208.316406,54.934570,-147.659973,1194.345703,53.356133,-150.240616,1180.487915,54.344532,-146.112045,1155.493774,48.225124,-139.705688,1209.455444,48.060665,-147.592377,1198.249756,,,,39.066944,-138.290848,1221.794067,48.090347,-139.417542,1220.800781,33.826687,-150.463745,1236.485352,24.253136,-149.436508,1258.760132,24.400370,-149.793411,1229.279907,22.161339,-176.879059,1191.668579,23.271809,-162.689255,1166.864990,24.156881,-159.634445,1149.575562,25.613607,-155.198730,1127.809326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0,26.428253,-58.681576,1342.469849,75.783531,-59.802547,1332.878540,-20.186987,-48.560768,1326.759399,-8.880189,-134.399292,1216.633789,-9.614067,-140.401062,1236.167114,-10.241914,-134.630005,1252.291260,,,,13.794081,-148.860489,1235.492432,12.973742,-135.081543,1219.997925,4.240536,-134.828430,1208.691650,5.241753,-144.679001,1196.838013,,,,-3.777540,-132.236221,1206.594360,-5.288013,-141.346237,1192.686279,-1.774119,-145.206146,1180.073608,-4.678372,-139.052704,1153.460449,-15.872848,-135.128967,1192.034424,-17.637144,-136.739502,1181.361694,-19.922512,-124.472374,1204.743530,-26.453991,-123.690285,1192.595825,-31.210043,-117.357086,1181.118408,-29.181866,-114.677612,1204.916382,-35.768940,-105.388580,1198.456055,,,,,,,-35.443165,-97.518707,1214.850952,,,,-32.885445,-101.377480,1233.492065,-15.526183,-128.375183,1216.888062,-26.406071,-119.839424,1232.495728,-25.803040,-113.096710,1249.941162,57.584473,-142.488663,1218.943726,57.513916,-147.889343,1238.980591,57.864376,-142.944626,1257.772705,66.610107,-137.812408,1218.204102,,,,82.754112,-117.919609,1252.747437,85.318253,-119.823769,1226.990234,89.597328,-109.822060,1235.059937,74.784950,-127.317383,1217.668213,87.460495,-116.380531,1217.553101,93.266327,-106.422241,1219.085449,78.707985,-124.796898,1213.401978,88.283485,-119.837784,1207.487305,71.490295,-131.207458,1209.220825,78.779938,-133.405258,1194.762695,84.823944,-129.409088,1184.811890,67.020393,-139.426865,1200.467285,68.177765,-143.945862,1187.010986,56.422791,-137.912384,1208.326660,54.907871,-147.669586,1194.336304,53.327053,-150.241837,1180.479736,54.334518,-146.129425,1155.485718,48.207630,-139.719391,1209.450195,48.037449,-147.598831,1198.240356,,,,39.040962,-138.306946,1221.780518,48.067398,-139.437515,1220.800293,33.799469,-150.484085,1236.478394,24.218424,-149.435410,1258.754272,24.377430,-149.808685,1229.302124,22.124338,-176.899002,1191.652100,23.249586,-162.698700,1166.864746,24.149086,-159.622818,1149.557251,25.589588,-155.210236,1127.805054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0,26.396765,-58.702297,1342.470093,75.752632,-59.821640,1332.883057,-20.198051,-48.545311,1326.761353,-8.908319,-134.425369,1216.632324,-9.633369,-140.397568,1236.156860,-10.278638,-134.654465,1252.270874,,,,13.765506,-148.858673,1235.473511,13.015630,-135.084442,1220.030884,4.218013,-134.848740,1208.682861,5.220465,-144.703613,1196.812744,,,,-3.802033,-132.245972,1206.590698,-5.308498,-141.359711,1192.677124,-1.790216,-145.219421,1180.060669,-4.699746,-139.054428,1153.455811,-15.853126,-135.099854,1192.022705,-17.658541,-136.745178,1181.358276,-19.933914,-124.480553,1204.725342,-26.479759,-123.698074,1192.590698,-31.231020,-117.366425,1181.105713,-29.213964,-114.692657,1204.917603,-35.797775,-105.369438,1198.503662,,,,,,,-35.459728,-97.523895,1214.833008,,,,-32.926094,-101.384720,1233.479248,-15.552206,-128.386200,1216.875244,-26.435104,-119.844193,1232.492310,-25.827364,-113.104698,1249.925415,57.547642,-142.490646,1218.927979,57.488293,-147.901688,1238.973389,57.835018,-142.953339,1257.763062,66.575943,-137.815323,1218.193115,,,,82.738190,-117.908760,1252.757568,85.294846,-119.840927,1227.008667,89.562431,-109.838623,1235.060059,74.750656,-127.330200,1217.673706,87.426010,-116.396179,1217.543457,93.239433,-106.434921,1219.089355,78.698555,-124.813652,1213.414551,88.253525,-119.862198,1207.490234,71.455383,-131.204300,1209.236938,78.738960,-133.430725,1194.750488,84.766563,-129.413040,1184.834351,66.991356,-139.452927,1200.461792,68.146744,-143.955734,1187.002930,56.388237,-137.932465,1208.333374,54.869431,-147.689590,1194.312988,53.301811,-150.259583,1180.464844,54.314140,-146.141068,1155.475464,48.177185,-139.746918,1209.447021,48.001804,-147.615768,1198.234741,,,,39.010777,-138.317245,1221.774170,48.040752,-139.454727,1220.798096,33.767620,-150.493927,1236.470825,24.181334,-149.455917,1258.749146,24.345291,-149.814209,1229.292480,22.104280,-176.903397,1191.629883,23.218458,-162.711731,1166.863159,24.115940,-159.628845,1149.552612,25.573681,-155.212891,1127.791382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,0,26.363773,-58.725681,1342.469604,75.721123,-59.845356,1332.889282,-20.215729,-48.549248,1326.763550,-8.940102,-134.429932,1216.619629,-9.689427,-140.450897,1236.142822,-10.303798,-134.668182,1252.264893,,,,13.790087,-148.815308,1235.585815,12.967559,-135.112366,1219.997803,4.204244,-134.870850,1208.679077,5.190583,-144.715729,1196.813965,,,,-3.817597,-132.255829,1206.588257,-5.333884,-141.371124,1192.669800,-1.820850,-145.225204,1180.048950,-4.725119,-139.056702,1153.451416,-15.909105,-135.129807,1192.029663,-17.681620,-136.750732,1181.354370,-19.951731,-124.499260,1204.722900,-26.502512,-123.712891,1192.595703,-31.245419,-117.381691,1181.088501,-29.354734,-114.998024,1204.898438,-35.813206,-105.410027,1198.445190,,,,,,,-35.477047,-97.526970,1214.844604,,,,-32.949860,-101.415215,1233.472900,-15.572080,-128.400101,1216.854980,-26.466162,-119.852768,1232.485107,-25.850632,-113.111626,1249.907593,57.507755,-142.494949,1218.928711,57.474377,-147.912262,1238.970947,57.797298,-142.975250,1257.758179,66.544258,-137.832184,1218.196411,,,,82.699974,-117.899139,1252.771851,85.257912,-119.874405,1226.980103,89.528442,-109.853729,1235.051025,74.736404,-127.339333,1217.676147,87.406487,-116.414803,1217.543213,93.222672,-106.451042,1219.092896,78.648376,-124.833893,1213.399292,88.221970,-119.887154,1207.480225,71.427498,-131.222733,1209.260132,78.714348,-133.449875,1194.757202,84.711578,-129.397659,1184.842285,66.966469,-139.456894,1200.469360,68.108925,-143.963974,1187.001831,56.354424,-137.931656,1208.319458,54.835327,-147.707336,1194.306885,53.264038,-150.274338,1180.453125,54.295116,-146.159241,1155.438599,48.137470,-139.760986,1209.445679,47.964142,-147.629532,1198.225220,,,,38.973732,-138.329956,1221.777344,48.019058,-139.481277,1220.776855,33.737579,-150.501480,1236.469116,24.156815,-149.468857,1258.740356,24.317192,-149.821182,1229.300537,22.079777,-176.917267,1191.617188,23.193645,-162.724380,1166.858887,24.104460,-159.594360,1149.544434,25.547115,-155.217636,1127.789917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0,26.329954,-58.751648,1342.470215,75.687492,-59.869946,1332.894775,-20.260092,-48.591072,1326.758423,-8.961461,-134.409561,1216.621704,-9.713866,-140.472946,1236.134155,-10.330849,-134.681091,1252.252441,,,,13.786071,-148.825058,1235.599487,12.953016,-135.108017,1220.021240,4.185489,-134.878647,1208.671631,5.156948,-144.726120,1196.817871,,,,-3.832667,-132.259888,1206.580688,-5.355134,-141.388733,1192.666626,-1.847157,-145.236176,1180.047363,-4.750489,-139.060623,1153.448730,-15.897958,-135.103088,1192.029053,-17.707958,-136.770721,1181.345459,-19.970705,-124.518921,1204.715210,-26.526930,-123.724426,1192.595215,-31.133337,-117.200211,1181.055786,-29.360214,-115.021858,1204.887939,-35.827705,-105.418716,1198.442993,,,,,,,-35.496441,-97.535797,1214.830444,,,,-32.985977,-101.422287,1233.468994,-15.612997,-128.421463,1216.848511,-26.488485,-119.866631,1232.474731,-25.862442,-113.119507,1249.897461,57.475277,-142.522308,1218.910034,57.440750,-147.923080,1238.983765,57.746826,-142.989456,1257.748779,66.512527,-137.844971,1218.188721,,,,82.690529,-117.952850,1252.744751,85.224686,-119.887161,1226.972168,89.500076,-109.872498,1235.052490,74.706703,-127.362907,1217.680542,87.393250,-116.434349,1217.552368,93.194229,-106.465782,1219.090698,78.611557,-124.844414,1213.405396,88.197777,-119.901314,1207.482056,71.393768,-131.233749,1209.258911,78.698357,-133.457489,1194.770386,84.686348,-129.419403,1184.857544,66.946388,-139.474991,1200.480103,68.110069,-143.955322,1187.081909,56.329063,-137.937027,1208.304077,54.810574,-147.719223,1194.307617,53.229610,-150.286026,1180.450928,54.291992,-146.183670,1155.395630,48.112995,-139.780960,1209.445312,47.934521,-147.632751,1198.235107,,,,38.927166,-138.348221,1221.776367,47.988708,-139.485321,1220.770386,33.694469,-150.524734,1236.485962,24.130127,-149.479965,1258.729614,24.279160,-149.832642,1229.299561,22.051908,-176.925919,1191.608643,23.165779,-162.734726,1166.848633,24.072964,-159.600342,1149.539062,25.522253,-155.217361,1127.784912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,0,26.299395,-58.779961,1342.473755,75.657265,-59.897156,1332.900391,-20.307615,-48.632362,1326.761475,-8.987425,-134.426895,1216.614502,-9.734664,-140.484924,1236.117798,-10.357609,-134.699432,1252.248291,,,,13.745891,-148.847473,1235.559448,12.943964,-135.128235,1220.019287,4.174485,-134.891052,1208.671875,5.125930,-144.731506,1196.805176,,,,-3.856729,-132.272125,1206.581177,-5.381217,-141.393723,1192.675293,-1.866885,-145.243851,1180.046753,-4.772748,-139.073624,1153.434692,-15.933387,-135.150787,1192.015137,-17.738977,-136.786240,1181.346558,-19.986084,-124.526382,1204.712280,-26.547932,-123.739532,1192.593262,-31.295479,-117.407944,1181.090210,-29.364813,-114.990265,1204.889893,-35.858646,-105.424248,1198.459473,,,,,,,-35.509956,-97.535156,1214.849487,,,,-32.995136,-101.446815,1233.438965,-15.643813,-128.438568,1216.839111,-26.512419,-119.881241,1232.470703,-25.893843,-113.132950,1249.883179,57.445152,-142.545563,1218.880615,57.423725,-147.935501,1238.984131,57.715801,-142.998062,1257.740601,66.485069,-137.868347,1218.180054,,,,82.657516,-117.964523,1252.767700,85.195190,-119.910004,1226.966431,89.472633,-109.891228,1235.050171,74.658684,-127.392036,1217.658325,87.378731,-116.435562,1217.591553,93.152832,-106.475761,1219.093262,78.593430,-124.864738,1213.410889,88.177605,-119.916878,1207.488037,71.358604,-131.253693,1209.249146,78.711456,-133.469254,1194.784180,84.634796,-129.415894,1184.872559,66.932831,-139.478561,1200.503662,68.058266,-143.997635,1187.010498,56.300564,-137.939133,1208.285522,54.792610,-147.732956,1194.298950,53.232288,-150.299210,1180.451538,54.259415,-146.184921,1155.381348,48.073383,-139.793137,1209.442139,47.906342,-147.638123,1198.233276,,,,38.904205,-138.361298,1221.765503,47.950001,-139.510193,1220.793701,33.659920,-150.534286,1236.484863,24.092625,-149.500351,1258.731201,24.246147,-149.838806,1229.282715,22.021658,-176.949509,1191.622681,23.142395,-162.734573,1166.856201,24.035858,-159.601593,1149.544800,25.492357,-155.238159,1127.807617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0,26.271690,-58.808865,1342.475464,75.627487,-59.922421,1332.904053,-20.363527,-48.684856,1326.762573,-9.000610,-134.434219,1216.595825,-9.768289,-140.504028,1236.106812,-10.395757,-134.721939,1252.231323,,,,13.716089,-148.848297,1235.551392,12.964145,-135.144455,1220.045410,4.165530,-134.909836,1208.675415,5.116539,-144.737152,1196.791382,,,,-3.871599,-132.290970,1206.581909,-5.400262,-141.400543,1192.670410,-1.888990,-145.253433,1180.045166,-4.788429,-139.072449,1153.422852,-15.947156,-135.152573,1192.019897,-17.764948,-136.799194,1181.350830,-19.991352,-124.533012,1204.710815,-26.565962,-123.752312,1192.588623,-31.177963,-117.208687,1181.064331,-29.377914,-115.013161,1204.884277,-35.880836,-105.438248,1198.462524,,,,,,,-35.528065,-97.548088,1214.829468,,,,-33.025097,-101.459465,1233.438599,-15.669096,-128.461243,1216.829102,-26.536591,-119.898720,1232.463745,-25.911564,-113.144287,1249.867920,57.423183,-142.613968,1218.870483,57.398369,-147.947815,1238.990112,57.675068,-143.010803,1257.746216,66.439621,-137.880829,1218.152832,,,,82.629410,-117.982269,1252.770020,85.173103,-119.937149,1226.956543,89.445694,-109.905151,1235.054077,74.630653,-127.416611,1217.650391,87.341667,-116.453407,1217.573486,93.086647,-106.501625,1219.037842,78.552376,-124.885414,1213.412842,88.144226,-119.933327,1207.487915,71.307434,-131.264053,1209.245117,78.677856,-133.477493,1194.785278,84.615929,-129.433212,1184.854248,66.905228,-139.498611,1200.492676,68.047920,-143.972885,1187.107300,56.262161,-137.966522,1208.291260,54.759823,-147.750000,1194.279297,53.190971,-150.311356,1180.444458,54.240879,-146.194977,1155.366943,48.019531,-139.816605,1209.451050,47.879517,-147.649948,1198.234009,,,,38.875671,-138.389297,1221.763672,47.927544,-139.519135,1220.792603,33.630222,-150.544525,1236.476929,24.063358,-149.515289,1258.720825,24.211338,-149.846176,1229.283203,21.995258,-176.939560,1191.602051,23.127871,-162.753189,1166.854736,24.105318,-159.599625,1149.483887,25.460785,-155.234940,1127.805054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,0,26.244257,-58.838554,1342.479492,75.597664,-59.951138,1332.907104,-20.393332,-48.716881,1326.760986,-9.009192,-134.455750,1216.580200,-9.600412,-140.180618,1236.131592,-10.402381,-134.719055,1252.229736,,,,13.690156,-148.806549,1235.638916,12.960958,-135.158340,1220.054199,4.155687,-134.931854,1208.660522,5.091379,-144.754608,1196.801636,,,,-3.888382,-132.311920,1206.578613,-5.423915,-141.418579,1192.669678,-1.909954,-145.265701,1180.040894,-4.809903,-139.095001,1153.393555,-15.959105,-135.164230,1192.007324,-17.786228,-136.808945,1181.352539,-20.014471,-124.551743,1204.709351,-26.586374,-123.769600,1192.588135,-31.351671,-117.434700,1181.100708,-29.397711,-115.041740,1204.879028,-35.909103,-105.450806,1198.480591,,,,,,,-35.534023,-97.562263,1214.807373,,,,-33.054493,-101.482834,1233.443481,-15.673123,-128.473373,1216.804932,-26.558302,-119.916763,1232.453369,-25.937376,-113.164017,1249.862061,57.364410,-142.588684,1218.833496,57.382973,-147.977600,1238.979492,57.628571,-143.021637,1257.735229,66.402214,-137.902222,1218.132202,,,,82.610519,-117.997368,1252.755737,85.151833,-119.954536,1226.947754,89.418282,-109.931190,1235.052856,74.610153,-127.439842,1217.643799,87.310608,-116.464775,1217.580200,93.053909,-106.518265,1219.038940,78.537407,-124.895302,1213.428101,88.111198,-119.953316,1207.488892,71.297958,-131.279343,1209.270874,78.654892,-133.492432,1194.788330,84.591682,-129.454956,1184.854126,66.877747,-139.513199,1200.476685,67.989876,-144.015823,1187.000366,56.232399,-137.986725,1208.279053,54.734158,-147.776611,1194.273438,53.163345,-150.325134,1180.446167,54.203156,-146.190048,1155.372803,47.987301,-139.828049,1209.446899,47.852077,-147.658585,1198.232300,,,,38.835587,-138.385147,1221.771729,47.876381,-139.540237,1220.811401,33.596008,-150.555786,1236.484863,24.032799,-149.540070,1258.726196,24.181772,-149.858643,1229.281494,21.969296,-176.976608,1191.600098,23.104561,-162.765182,1166.829590,23.976273,-159.607330,1149.546265,25.451361,-155.243790,1127.798462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,0,26.215952,-58.863384,1342.482422,75.571037,-59.977859,1332.910767,-20.424482,-48.746769,1326.762451,-9.036117,-134.473267,1216.569336,-9.713171,-140.303085,1236.114868,-10.421510,-134.728180,1252.225952,,,,13.697588,-148.803650,1235.692017,12.971482,-135.168243,1220.068970,4.114965,-134.946106,1208.654663,5.069055,-144.765350,1196.781494,,,,-3.911566,-132.325073,1206.566040,-5.454477,-141.435913,1192.660156,-1.930406,-145.272736,1180.032471,-4.831356,-139.106033,1153.372559,-15.976017,-135.171707,1191.993652,-17.811905,-136.815002,1181.354126,-20.033249,-124.564339,1204.701050,-26.604729,-123.785561,1192.575806,-31.367208,-117.442543,1181.090576,-29.418732,-115.085083,1204.871704,-35.928448,-105.459717,1198.475830,,,,,,,-35.554489,-97.570778,1214.819336,,,,-33.059376,-101.487640,1233.439575,-15.704574,-128.486710,1216.802612,-26.578217,-119.929970,1232.446045,-25.961636,-113.178535,1249.850464,57.227726,-142.828171,1218.561279,57.364902,-147.987961,1238.988770,57.605717,-143.042404,1257.728149,66.379410,-137.918640,1218.132690,,,,82.618324,-118.036324,1252.705688,85.124626,-119.960358,1226.950684,89.396133,-109.945740,1235.046143,74.588409,-127.436890,1217.637817,87.294380,-116.481194,1217.583984,93.030487,-106.528641,1219.037476,78.514305,-124.906960,1213.405762,88.098450,-119.968689,1207.474609,71.222191,-131.269226,1209.241211,78.645729,-133.500656,1194.784668,84.547455,-129.436325,1184.838379,66.876640,-139.531601,1200.464844,67.970055,-144.036194,1186.990479,56.216698,-137.938522,1208.296265,54.711700,-147.784286,1194.253174,53.133419,-150.335068,1180.422974,54.173901,-146.187790,1155.356934,47.975273,-139.841370,1209.441895,47.833630,-147.673706,1198.218506,,,,38.765106,-138.251343,1221.514771,47.844208,-139.540604,1220.810181,33.566841,-150.573395,1236.479980,24.013329,-149.553482,1258.718140,24.160322,-149.872192,1229.291016,21.937773,-176.963013,1191.591187,23.090187,-162.777359,1166.825684,24.020077,-159.633026,1149.489014,25.426109,-155.246735,1127.788574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
