Trajectories
100
,,Pre_Test:Rep1,,,Pre_Test:Rep2,,,Pre_Test:Rep3,,,Pre_Test:A1,,,Pre_Test:A2,,,Pre_Test:A3,,,Pre_Test:B1,,,Pre_Test:B2,,,Pre_Test:C1,,,Pre_Test:D1,,,Pre_Test:D2,,,Pre_Test:D3,,,Pre_Test:E1,,,Pre_Test:E2,,,Pre_Test:E3,,,Pre_Test:E4,,,Pre_Test:EF2,,,Pre_Test:EF3,,,Pre_Test:F1,,,Pre_Test:F2,,,Pre_Test:F3,,,Pre_Test:FG2,,,Pre_Test:FG3,,,Pre_Test:G1,,,Pre_Test:G2,,,Pre_Test:G3,,,Pre_Test:GH2,,,Pre_Test:GH3,,,Pre_Test:H1,,,Pre_Test:H2,,,Pre_Test:H3,,,Pre_Test:J1,,,Pre_Test:J2,,,Pre_Test:J3,,,Pre_Test:K1,,,Pre_Test:K2,,,Pre_Test:K3,,,Pre_Test:KL2,,,Pre_Test:KL3,,,Pre_Test:L1,,,Pre_Test:L2,,,Pre_Test:L3,,,Pre_Test:LM2,,,Pre_Test:LM3,,,Pre_Test:M1,,,Pre_Test:M2,,,Pre_Test:M3,,,Pre_Test:MN2,,,Pre_Test:MN3,,,Pre_Test:N1,,,Pre_Test:N2,,,Pre_Test:N3,,,Pre_Test:N4,,,Pre_Test:O1,,,Pre_Test:O2,,,Pre_Test:O3,,,Pre_Test:P1,,,Pre_Test:Q1,,,Pre_Test:Q2,,,Pre_Test:I1,,,Pre_Test:I2,,,Pre_Test:I3,,,Pre_Test:I4,,,Pre_Test:I5,,,Pre_Test:I6,,,Pre_Test:Z1,,,Pre_Test:Z2,,,Pre_Test:Z3,,,Pre_Test:Z4,,,Pre_Test:Z5,,,Pre_Test:Z6,,,Pre_Test:Z7,,,Pre_Test:Z8,,,Pre_Test:Z9,,,Pre_Test:Z10,,,Pre_Test:Z11,,,Pre_Test:Z12,,,Pre_Test:Z13,,,Pre_Test:Z14,,,Pre_Test:Z15,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
348,0,24.453955,-40.712387,1330.359009,73.191917,-42.580578,1317.943726,-22.243652,-28.695740,1317.547363,-17.621084,-109.420563,1207.299805,-17.997887,-114.178230,1227.276978,-18.422667,-110.300911,1243.241211,-7.545809,-112.040375,1209.196289,3.833842,-123.222237,1227.138794,1.968277,-111.420532,1208.330566,-4.450926,-112.711983,1199.005005,-2.068643,-121.629211,1185.632935,-0.622898,-122.204002,1177.108154,-12.732834,-110.616005,1194.118530,-11.477709,-120.013397,1180.752930,-8.596046,-122.719666,1168.723877,,,,-22.248835,-113.845360,1180.245972,-23.012178,-115.455284,1167.530518,-26.061453,-104.774040,1191.715942,-31.616911,-104.320061,1180.146484,-35.845493,-98.527718,1167.182129,,,,-41.981007,-86.504799,1184.205200,-28.214722,-97.902046,1204.887085,-34.502213,-90.204056,1203.208984,-41.506630,-78.431442,1201.544556,-33.541725,-88.456825,1212.302002,-39.549042,-78.968819,1220.066406,-24.327675,-102.735435,1207.201660,-33.329884,-96.646301,1221.804321,-33.622494,-88.390106,1238.032471,51.321339,-118.591690,1207.861084,48.064098,-124.975418,1231.543579,49.072105,-119.251846,1250.471802,57.958385,-114.795715,1207.967163,69.389404,-109.559891,1224.291626,73.329338,-96.970131,1245.599365,75.236252,-100.213821,1218.221436,80.820511,-89.483971,1227.050049,64.418091,-107.488686,1207.981934,71.192993,-100.503136,1208.083496,82.020927,-90.328789,1207.977173,66.830353,-105.546135,1202.568115,76.640312,-102.137993,1195.892822,60.044491,-111.443733,1198.480591,66.896645,-115.115837,1184.234985,,,,55.017967,-119.966232,1188.508301,55.895607,-123.721519,1175.592163,44.809357,-117.712601,1196.544800,43.631573,-126.382187,1182.880127,40.568596,-127.312988,1170.295776,,,,43.949928,-118.692772,1208.391479,38.259884,-116.589424,1201.714233,35.863861,-126.373383,1187.726074,30.370827,-115.436028,1212.169067,,,,24.518353,-127.802101,1229.636353,14.267030,-124.893883,1250.517822,14.539166,-125.656174,1218.686523,11.580331,-153.567825,1184.007812,14.414454,-141.512527,1157.372681,15.162794,-137.535507,1140.316040,17.051693,-133.462357,1116.741699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,0,24.429533,-40.679249,1330.361450,73.169586,-42.542587,1317.949341,-22.266916,-28.651899,1317.545166,-17.654871,-109.387436,1207.323486,-18.028852,-114.141228,1227.299805,-18.444410,-110.274757,1243.250854,-7.576681,-112.028831,1209.216187,3.780022,-123.156708,1227.195679,1.934799,-111.367119,1208.334229,-4.501700,-112.682129,1199.007446,-2.086279,-121.602303,1185.632568,-0.645376,-122.202248,1177.113525,-12.778270,-110.585495,1194.116089,-11.505824,-119.989426,1180.759033,-8.624229,-122.696709,1168.729736,,,,-22.281357,-113.819214,1180.245483,-23.039202,-115.423561,1167.524048,-26.092869,-104.741714,1191.719238,-31.654537,-104.295891,1180.140625,-35.864822,-98.486893,1167.182861,,,,-42.007732,-86.470963,1184.202148,-28.273375,-97.875740,1204.909302,-34.534054,-90.173416,1203.208740,-41.531677,-78.401108,1201.501831,-33.534603,-88.407631,1212.307861,-39.574554,-78.944046,1220.072876,-24.362473,-102.705208,1207.219482,-33.319874,-96.603813,1221.777954,-33.648678,-88.369339,1238.041626,51.332985,-118.561218,1207.906982,48.038715,-124.954803,1231.559692,49.061893,-119.230804,1250.494873,57.960964,-114.776566,1207.990967,69.375069,-109.555801,1224.310303,73.300125,-96.941849,1245.610229,75.205818,-100.192406,1218.219604,80.789467,-89.462677,1227.057129,64.407814,-107.453888,1208.017334,71.176079,-100.477303,1208.100098,82.000618,-90.299637,1208.001587,66.832146,-105.517708,1202.588379,76.625114,-102.120483,1195.898560,60.028267,-111.422386,1198.481934,66.892830,-115.095757,1184.238281,,,,55.021927,-119.950455,1188.515991,55.885700,-123.704453,1175.610107,44.806271,-117.692444,1196.547974,43.610886,-126.361984,1182.891357,40.550564,-127.307159,1170.301270,,,,43.949112,-118.686249,1208.423462,38.217007,-116.533279,1201.722290,35.854622,-126.359718,1187.740234,30.312019,-115.372612,1212.194092,,,,24.490280,-127.785370,1229.651978,14.241951,-124.864792,1250.535278,14.492741,-125.639465,1218.720337,11.568594,-153.550705,1184.024414,14.393067,-141.500504,1157.396240,15.133699,-137.528915,1140.342163,17.028084,-133.478241,1116.756958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,0,24.403393,-40.652676,1330.366699,73.142426,-42.505566,1317.956543,-22.294781,-28.612190,1317.545288,-17.692656,-109.372215,1207.343872,-18.056297,-114.110954,1227.320557,-18.472313,-110.254478,1243.264282,-7.606644,-112.014870,1209.231445,3.798876,-123.167061,1227.161255,1.909680,-111.362900,1208.338867,-4.533035,-112.668488,1199.020264,-2.125676,-121.592842,1185.654541,-0.653779,-122.172241,1177.112549,-12.811488,-110.564049,1194.130493,-11.535705,-119.966751,1180.778320,-8.651283,-122.695114,1168.749146,,,,-22.304604,-113.804222,1180.252930,-23.058573,-115.408279,1167.539185,-26.121735,-104.723106,1191.733398,-31.685066,-104.258659,1180.163818,-35.886185,-98.459785,1167.193237,,,,-42.026283,-86.448616,1184.203369,-28.316227,-97.856262,1204.929688,-34.534904,-90.148331,1203.211914,-41.550873,-78.376282,1201.520996,-33.596607,-88.384727,1212.311646,-39.599377,-78.919502,1220.081787,-24.384987,-102.678261,1207.235107,-33.335415,-96.576683,1221.803955,-33.670536,-88.332603,1238.060425,51.326778,-118.538750,1207.956177,48.013569,-124.931084,1231.586792,49.042416,-119.222893,1250.480103,57.948936,-114.765038,1208.021118,69.487114,-109.470436,1224.596191,73.275490,-96.917625,1245.634766,75.160385,-100.154961,1218.235107,80.769890,-89.450043,1227.071411,64.393036,-107.419952,1208.037109,71.167206,-100.457344,1208.108276,81.992004,-90.282829,1208.016602,66.817055,-105.492943,1202.603882,76.624359,-102.096062,1195.925537,60.000111,-111.422615,1198.485107,66.891510,-115.079422,1184.261719,,,,55.007538,-119.946053,1188.531250,55.877331,-123.687592,1175.631836,44.796024,-117.678772,1196.569702,43.600536,-126.338928,1182.905273,40.548283,-127.291740,1170.325195,,,,43.932026,-118.693008,1208.472412,38.176533,-116.487679,1201.742432,35.851650,-126.342323,1187.770264,30.284006,-115.335228,1212.247314,,,,24.458658,-127.772598,1229.680176,14.207302,-124.831169,1250.563110,14.483330,-125.603317,1218.745972,11.555266,-153.522766,1184.033081,14.377176,-141.494812,1157.415649,15.120251,-137.531082,1140.354736,17.013132,-133.466507,1116.788818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,0,24.331854,-40.405571,1330.339111,73.116341,-42.468628,1317.962280,-22.321095,-28.573227,1317.545898,-17.724792,-109.351028,1207.374390,-18.084387,-114.093750,1227.332520,-18.497507,-110.227707,1243.283081,-7.628211,-111.981819,1209.261230,3.775980,-123.151985,1227.176880,1.890592,-111.337791,1208.350830,-4.545812,-112.644417,1199.041504,-2.144407,-121.575996,1185.678467,-0.670278,-122.167526,1177.123291,-12.829584,-110.555237,1194.152344,-11.556365,-119.969749,1180.799316,-8.669025,-122.680550,1168.767822,,,,-22.323866,-113.786713,1180.278931,-23.077639,-115.397217,1167.568604,-26.141821,-104.711403,1191.739258,-31.695045,-104.233788,1180.194458,-35.910263,-98.465576,1167.205444,,,,-42.042522,-86.429863,1184.227051,-28.273785,-97.845940,1204.922974,-34.591007,-90.110504,1203.239502,-41.571327,-78.358498,1201.515747,-33.609566,-88.354065,1212.330078,-39.618000,-78.902367,1220.088989,-24.426268,-102.717690,1207.179077,-33.361362,-96.554024,1221.816040,-33.693619,-88.314194,1238.069336,51.297737,-118.492859,1208.010010,47.985607,-124.891876,1231.615723,49.017769,-119.171906,1250.539429,57.923237,-114.740990,1208.045166,69.462555,-109.442406,1224.616089,73.254707,-96.891182,1245.657715,75.132782,-100.139542,1218.249023,80.739754,-89.423958,1227.085327,64.363487,-107.423744,1208.044678,71.141144,-100.444603,1208.126587,81.955154,-90.256363,1208.051880,66.789383,-105.478737,1202.626465,76.598099,-102.096642,1195.930176,59.980785,-111.394318,1198.509033,66.877022,-115.063873,1184.279297,,,,54.993519,-119.925621,1188.540283,55.851467,-123.677185,1175.656616,44.766109,-117.669518,1196.593872,43.574123,-126.321930,1182.928589,40.531071,-127.292885,1170.327759,,,,43.898918,-118.680664,1208.531372,38.147156,-116.463669,1201.765991,35.809402,-126.303421,1187.807983,30.271370,-115.337669,1212.259888,,,,24.446079,-127.757759,1229.691162,14.176873,-124.806442,1250.589355,14.437583,-125.573441,1218.785278,11.522947,-153.530350,1184.059814,14.361615,-141.488770,1157.434814,15.101503,-137.517181,1140.385376,17.000465,-133.449188,1116.824097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,0,24.342741,-40.544579,1330.375610,73.090431,-42.433651,1317.970703,-22.347492,-28.537037,1317.549683,-17.739727,-109.330215,1207.389526,-18.103498,-114.073997,1227.346558,-18.523491,-110.207710,1243.305664,-7.640561,-111.990273,1209.272827,3.758615,-123.139633,1227.187256,1.864719,-111.401886,1208.394409,-4.555549,-112.637672,1199.077515,-2.152865,-121.552429,1185.705078,-0.685915,-122.154106,1177.145264,-12.827007,-110.544327,1194.178101,-11.577580,-119.961433,1180.825562,-8.701146,-122.675064,1168.796265,,,,-22.333067,-113.774788,1180.306763,-23.100176,-115.397972,1167.585205,-26.167463,-104.710999,1191.768311,-31.709570,-104.245026,1180.208496,-35.920059,-98.461960,1167.240479,,,,-42.063450,-86.422615,1184.258301,-28.039307,-97.753494,1204.840942,-34.593914,-90.120735,1203.255859,-41.591446,-78.354973,1201.549072,-33.629261,-88.342682,1212.348511,-39.648170,-78.897598,1220.103516,-24.466093,-102.718697,1207.184448,-33.391541,-96.543465,1221.836670,-33.717037,-88.296982,1238.082397,51.270012,-118.682816,1208.362305,47.961620,-124.871239,1231.636353,48.977146,-119.152878,1250.547363,57.894032,-114.726540,1208.052979,69.443619,-109.429146,1224.625977,73.227821,-96.870277,1245.673462,75.098068,-100.123161,1218.257568,80.718834,-89.405716,1227.106934,64.325378,-107.426285,1208.055054,71.105545,-100.442520,1208.132568,81.921104,-90.244873,1208.050537,66.735542,-105.479584,1202.622681,76.588768,-102.082062,1195.965210,59.936626,-111.387260,1198.515747,66.837425,-115.063881,1184.313354,,,,54.950787,-119.913139,1188.565552,55.824982,-123.666687,1175.682251,44.729530,-117.651871,1196.627441,43.533943,-126.310631,1182.960938,40.505508,-127.288300,1170.352051,,,,43.876045,-118.680214,1208.530640,38.096191,-116.442352,1201.803955,35.790028,-126.293304,1187.848267,30.241581,-115.322403,1212.283813,,,,24.410244,-127.733406,1229.722412,14.144738,-124.776016,1250.612427,14.422245,-125.572113,1218.807007,11.517512,-153.485886,1184.078003,14.339644,-141.471924,1157.453857,15.088306,-137.511597,1140.404541,16.967937,-133.451492,1116.839111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,0,24.317707,-40.510414,1330.386108,73.067535,-42.401329,1317.984741,-22.372952,-28.505585,1317.554932,-17.754763,-109.330658,1207.394287,-18.124638,-114.061691,1227.365967,-18.539993,-110.185074,1243.330688,-7.653758,-111.967361,1209.284302,3.757344,-123.127724,1227.185913,1.844748,-111.374611,1208.429077,-4.582908,-112.598228,1199.093140,-2.183231,-121.550751,1185.739136,-0.716140,-122.143738,1177.165649,-12.831181,-110.535439,1194.205200,-11.591540,-119.953522,1180.861572,-8.712981,-122.668190,1168.825806,,,,-22.345808,-113.775009,1180.347168,-23.131031,-115.406990,1167.625610,-26.163214,-104.693344,1191.792114,-31.708069,-104.220001,1180.244751,-35.958565,-98.464111,1167.290649,,,,-42.079483,-86.437645,1184.266724,-28.272589,-97.824829,1204.841675,-35.070301,-90.219681,1203.420532,-41.603645,-78.353004,1201.563110,-33.638241,-88.325516,1212.365112,-39.682159,-78.888428,1220.125244,-24.420101,-102.645439,1207.239624,-33.444828,-96.548721,1221.853516,-33.751785,-88.271301,1238.121094,51.224224,-118.456818,1208.016968,47.936943,-124.851761,1231.655762,48.953220,-119.133049,1250.565796,57.851788,-114.709457,1208.054077,69.407387,-109.411514,1224.624878,73.204239,-96.848938,1245.686646,75.068245,-100.108513,1218.272827,80.696518,-89.389519,1227.123047,64.290009,-107.422989,1208.054321,71.090950,-100.431793,1208.159058,81.893234,-90.231575,1208.071533,66.700768,-105.473595,1202.628784,76.559608,-102.075119,1195.974609,59.906498,-111.377731,1198.549316,66.839943,-115.059807,1184.325439,,,,54.926216,-119.898514,1188.577026,55.792976,-123.664085,1175.695801,44.691158,-117.637741,1196.661377,43.489826,-126.298500,1182.990845,40.492592,-127.291725,1170.366333,,,,43.843502,-118.656929,1208.552979,38.031261,-116.430313,1201.837158,35.741459,-126.280319,1187.872559,30.218161,-115.318100,1212.282593,,,,24.398876,-127.719757,1229.743896,14.100142,-124.744911,1250.662964,14.395966,-125.555801,1218.822998,11.459272,-153.530304,1184.137207,14.313805,-141.463547,1157.475952,15.066093,-137.509094,1140.420776,16.949539,-133.474289,1116.855835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,0,24.290720,-40.476585,1330.395874,73.041100,-42.368038,1317.995728,-22.399368,-28.471821,1317.565308,-17.766769,-109.314438,1207.397217,-18.145868,-114.050186,1227.376831,-18.568325,-110.159737,1243.356323,-7.668048,-111.952507,1209.287231,3.743857,-123.123985,1227.187378,1.817846,-111.350838,1208.444702,-4.602985,-112.591263,1199.124390,-2.204643,-121.536964,1185.772827,-0.743643,-122.134277,1177.187012,-12.857796,-110.521156,1194.244507,-11.610033,-119.945267,1180.879028,-8.748390,-122.652451,1168.857666,,,,-22.370014,-113.757996,1180.392456,-23.154913,-115.392433,1167.668091,-26.187496,-104.690910,1191.816162,-31.740095,-104.228920,1180.265625,-35.982307,-98.456360,1167.317749,,,,-42.097130,-86.428818,1184.281006,-28.053320,-97.758537,1204.869019,-34.622059,-90.082062,1203.280029,-41.626789,-78.347496,1201.585693,-33.667011,-88.316521,1212.383911,-39.713924,-78.875740,1220.147461,-24.489225,-102.711342,1207.193481,-33.478657,-96.540115,1221.876099,-33.775448,-88.252029,1238.135742,51.166965,-118.447983,1208.026733,47.924599,-124.832283,1231.688354,48.929485,-119.116653,1250.575317,57.801418,-114.715782,1208.052368,69.343033,-109.388542,1224.633179,73.175369,-96.827362,1245.699829,75.036095,-100.093208,1218.295044,80.667099,-89.366531,1227.154297,64.258415,-107.416580,1208.062012,71.055527,-100.419159,1208.173828,81.858383,-90.213165,1208.092041,66.668526,-105.456268,1202.661987,76.551117,-102.063683,1196.021973,59.887486,-111.345520,1198.614380,66.778366,-115.054733,1184.361206,,,,54.897072,-119.885002,1188.599609,55.764175,-123.661263,1175.717529,44.651894,-117.621437,1196.687622,43.455162,-126.286194,1183.014893,40.476402,-127.290085,1170.401245,,,,43.816692,-118.631126,1208.551147,38.003872,-116.424873,1201.861816,35.690037,-126.249786,1187.898926,30.211742,-115.318420,1212.287964,,,,24.378372,-127.703400,1229.751587,14.070845,-124.718971,1250.682861,14.368367,-125.536057,1218.844849,11.423603,-153.505936,1184.150513,14.283965,-141.454132,1157.502197,15.051173,-137.507446,1140.439331,16.920803,-133.472275,1116.888062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,0,24.261341,-40.441540,1330.405640,73.015312,-42.335979,1318.003540,-22.426912,-28.444962,1317.570312,-17.780586,-109.309944,1207.397095,-18.179155,-114.038879,1227.398926,-18.589518,-110.142250,1243.380005,-7.681248,-111.932617,1209.295288,3.679319,-123.087669,1227.239380,1.789944,-111.338776,1208.455200,-4.630876,-112.574760,1199.134033,-2.225915,-121.521896,1185.799438,-0.780004,-122.131454,1177.207642,-12.884321,-110.516724,1194.264526,-11.632022,-119.935074,1180.895508,-8.781690,-122.651810,1168.881104,,,,-22.399078,-113.757767,1180.407715,-23.179247,-115.382187,1167.688354,-26.210041,-104.674454,1191.834229,-31.756851,-104.218498,1180.282349,-36.012379,-98.458809,1167.311157,,,,-42.112892,-86.421249,1184.297852,-28.370577,-97.809547,1204.984863,-34.626926,-90.120956,1203.290771,-41.644299,-78.343735,1201.584229,-33.656013,-88.294418,1212.387817,-39.741577,-78.865433,1220.163086,-24.436665,-102.626984,1207.236938,-33.500149,-96.525505,1221.890625,-33.807892,-88.232719,1238.149780,51.122234,-118.425217,1208.004272,47.901451,-124.812195,1231.717285,48.889977,-119.110886,1250.559814,57.764435,-114.708839,1208.047974,69.158455,-109.447983,1224.388306,73.139702,-96.802757,1245.715210,75.061890,-100.091965,1218.340576,80.642212,-89.349998,1227.179321,64.231155,-107.404709,1208.076294,71.033043,-100.411720,1208.195557,81.825371,-90.205261,1208.108154,66.637650,-105.451324,1202.680176,76.516411,-102.057861,1196.036011,59.856003,-111.331665,1198.633789,66.732620,-115.046288,1184.363281,,,,54.869335,-119.872658,1188.619629,55.737068,-123.652405,1175.737671,44.634315,-117.606644,1196.706543,43.425816,-126.278427,1183.031006,40.460846,-127.277267,1170.434082,,,,43.780727,-118.595695,1208.559937,37.942192,-116.403549,1201.870850,35.644768,-126.234520,1187.920410,30.202248,-115.315491,1212.316772,,,,24.346312,-127.671646,1229.786865,14.042146,-124.694611,1250.703247,14.346062,-125.525635,1218.855469,11.436417,-153.444626,1184.137695,14.256076,-141.442825,1157.520386,15.030830,-137.496704,1140.466919,16.873219,-133.463089,1116.934326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,0,24.233404,-40.419167,1330.413940,72.981018,-42.305771,1318.008911,-22.455502,-28.413498,1317.572998,-17.769432,-109.293022,1207.378662,-18.198265,-114.031334,1227.406494,-18.614012,-110.128052,1243.395386,-7.679809,-111.909111,1209.276245,3.629028,-123.018990,1227.298096,1.733579,-111.371025,1208.535034,-4.641322,-112.584450,1199.161011,-2.242932,-121.513863,1185.818359,-0.817840,-122.138351,1177.228271,-12.901312,-110.507164,1194.291382,-11.652821,-119.926949,1180.907837,-8.826951,-122.641136,1168.917847,,,,-22.427275,-113.755188,1180.425415,-23.210321,-115.372154,1167.708618,-26.229582,-104.662430,1191.850586,-31.784550,-104.218513,1180.309570,-36.040600,-98.448639,1167.333740,,,,-42.146309,-86.422440,1184.316284,-28.406210,-97.805702,1204.991333,-34.657219,-90.156342,1203.300171,-41.664024,-78.337875,1201.601196,-33.651134,-88.290550,1212.380615,-39.778301,-78.861282,1220.177734,-24.429520,-102.627945,1207.221802,-33.553200,-96.532417,1221.925049,-33.834476,-88.219513,1238.151978,51.052864,-118.417358,1207.987061,47.878254,-124.804855,1231.739380,48.844036,-119.092705,1250.566162,57.717880,-114.700188,1208.018677,69.126022,-109.447777,1224.386719,73.109047,-96.784172,1245.740845,75.032410,-100.077187,1218.369751,80.600967,-89.338440,1227.185547,64.183014,-107.411018,1208.080322,71.004211,-100.404648,1208.215820,81.798950,-90.198975,1208.128906,66.610344,-105.441307,1202.693237,76.483604,-102.045692,1196.046265,59.821491,-111.336502,1198.626099,66.692551,-115.036423,1184.386719,,,,54.839676,-119.866394,1188.629639,55.715958,-123.651344,1175.750366,44.613060,-117.602959,1196.714111,43.407360,-126.266075,1183.038330,40.437801,-127.273125,1170.452759,,,,43.717175,-118.569099,1208.535156,37.951366,-116.401833,1201.870605,35.617001,-126.221535,1187.932861,30.190704,-115.298553,1212.375977,,,,24.327532,-127.670197,1229.773682,14.015425,-124.679314,1250.724609,14.312433,-125.504150,1218.876465,11.411908,-153.475159,1184.169678,14.233433,-141.431076,1157.539795,15.002510,-137.505020,1140.474731,16.858400,-133.465134,1116.941528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,0,24.201099,-40.399952,1330.418335,72.951416,-42.280865,1318.015503,-22.486198,-28.383047,1317.572754,-17.772291,-109.289642,1207.359985,-18.228371,-114.025879,1227.423462,-18.643944,-110.109665,1243.410400,-7.683199,-111.874481,1209.272217,3.617397,-123.022858,1227.292847,1.693870,-111.348434,1208.595581,-4.667091,-112.569016,1199.183594,-2.253933,-121.504539,1185.830444,-0.852416,-122.137627,1177.249878,-12.916493,-110.511307,1194.313721,-11.675974,-119.922714,1180.929199,-8.855304,-122.627533,1168.937256,,,,-22.440838,-113.754791,1180.449463,-23.228966,-115.385780,1167.722778,-26.256184,-104.661079,1191.879639,-31.827234,-104.251427,1180.323975,-36.061996,-98.442871,1167.362793,,,,-42.160141,-86.424149,1184.317139,-28.181517,-97.804794,1204.814575,-35.104244,-90.232880,1203.458984,-41.684258,-78.343803,1201.579834,-33.696613,-88.279747,1212.302002,-39.807590,-78.855171,1220.184082,-24.432556,-102.628288,1207.212036,-33.570713,-96.515678,1221.929443,-33.870659,-88.202271,1238.175415,50.998333,-118.400627,1207.943359,47.841686,-124.792404,1231.756714,48.804295,-119.087852,1250.563599,57.674843,-114.679855,1208.006348,69.101112,-109.435318,1224.408447,73.077248,-96.769760,1245.755493,75.004242,-100.068504,1218.383301,80.551315,-89.325325,1227.187378,64.143677,-107.389366,1208.084473,70.975433,-100.397575,1208.237793,81.783020,-90.188576,1208.147949,66.585709,-105.430618,1202.703125,76.459984,-102.032143,1196.071411,59.781761,-111.313622,1198.650635,66.665024,-115.030876,1184.393311,,,,54.816162,-119.865067,1188.642822,55.689735,-123.639000,1175.774658,44.597706,-117.601440,1196.713257,43.373814,-126.262085,1183.043579,40.410774,-127.268074,1170.486206,,,,43.652538,-118.516579,1208.465332,37.941235,-116.403419,1201.891479,35.603302,-126.232727,1187.916260,30.156553,-115.287254,1212.383911,,,,24.279682,-127.638412,1229.828369,13.980628,-124.663872,1250.741821,14.291693,-125.507828,1218.872803,11.405120,-153.488739,1184.172363,14.205385,-141.438385,1157.568481,14.982037,-137.503601,1140.495850,16.834812,-133.483871,1116.940308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,0,24.167019,-40.382748,1330.425659,72.914749,-42.253906,1318.023682,-22.523046,-28.352844,1317.570801,-17.792170,-109.281471,1207.344604,-18.267733,-114.022827,1227.434204,-18.669386,-110.110519,1243.385986,-7.710156,-111.938835,1209.344727,3.604684,-123.010971,1227.289673,1.645219,-111.333519,1208.657837,-4.701938,-112.563675,1199.192993,-2.275514,-121.500397,1185.849976,-0.885595,-122.137001,1177.284424,-12.957963,-110.500206,1194.331177,-11.703659,-119.919899,1180.953491,-8.864598,-122.625092,1168.942871,,,,-22.476313,-113.749771,1180.467896,-23.252220,-115.388412,1167.728271,-26.311338,-104.660873,1191.899414,-31.831551,-104.220604,1180.325562,-36.079735,-98.436340,1167.365845,,,,-42.192539,-86.410957,1184.332520,-28.310902,-97.778046,1204.869385,-35.165363,-90.217331,1203.467285,-41.720104,-78.331467,1201.580322,-33.774734,-88.278458,1212.379272,-39.822662,-78.826920,1220.170898,-24.461145,-102.605316,1207.209351,-33.576107,-96.483139,1221.940552,-33.895134,-88.183517,1238.174072,50.959866,-118.389969,1207.955566,47.817619,-124.791489,1231.772949,48.763969,-119.071693,1250.566650,57.641407,-114.682930,1208.022705,69.085701,-109.426476,1224.412842,73.039574,-96.749893,1245.768555,74.978104,-100.055275,1218.398926,80.515938,-89.306015,1227.209351,64.119209,-107.378937,1208.108154,70.950134,-100.382782,1208.258911,81.755295,-90.187447,1208.164062,66.560875,-105.423569,1202.716187,76.422348,-102.030258,1196.085938,59.752899,-111.311707,1198.649414,66.636604,-115.021828,1184.415283,,,,54.783813,-119.854431,1188.666016,55.660622,-123.641174,1175.794678,44.572968,-117.594398,1196.723389,43.343395,-126.251205,1183.062256,40.377239,-127.252029,1170.516113,,,,43.613071,-118.493195,1208.458496,37.881950,-116.389481,1201.858032,35.577526,-126.228615,1187.950439,30.085840,-115.273003,1212.398193,,,,24.250652,-127.630455,1229.840820,13.956357,-124.650223,1250.753052,14.225565,-125.460609,1218.940796,11.365106,-153.492554,1184.214844,14.168913,-141.443344,1157.586670,14.958385,-137.512085,1140.515259,16.802582,-133.475616,1116.981079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
